tarih,aciklama,gelir,gider,kategori
2024-06-03,Depo lojistik ücreti,0,10069,Lojistik
2024-06-03,TikTok ads ödeme,0,12921,Pazarlama
2024-06-04,Kargo ödeme Aras,0,9794,Lojistik
2024-06-04,Kargo ödeme Aras,0,8281,Lojistik
2024-06-05,Yerli üretici sipariş,0,34581,Tedarik
2024-06-06,İthalat sipariş ödemesi,0,35991,Tedarik
2024-06-07,Trendyol satış geliri,23784,0,Satış
2024-06-08,Hepsiburada sipariş,17838,0,Satış
2024-06-08,Kendi site ödemeleri,20076,0,Satış
2024-06-10,Kendi site ödemeleri,26608,0,Satış
2024-06-11,Trendyol satış geliri,25455,0,Satış
2024-06-12,Instagram shopping satış,25522,0,Satış
2024-06-12,Google Ads kampanyası,0,13176,Pazarlama
2024-06-12,Müşteri hizmetleri maaşı,0,26220,Maaş
2024-06-12,Shopify abonelik,0,22156,Teknoloji
2024-06-13,Hepsiburada sipariş,21964,0,Satış
2024-06-14,Black Friday satış patlaması,22157,0,Satış
2024-06-16,Meta reklam harcaması,0,13235,Pazarlama
2024-06-17,Hepsiburada sipariş,18458,0,Satış
2024-06-17,Yerli üretici sipariş,0,30930,Tedarik
2024-06-18,Yılbaşı kampanya satışı,26272,0,Satış
2024-06-18,Hepsiburada sipariş,25326,0,Satış
2024-06-20,Instagram shopping satış,26157,0,Satış
2024-06-20,Depo kira ödemesi,0,22975,Kira
2024-06-21,Black Friday satış patlaması,21063,0,Satış
2024-06-22,Hepsiburada sipariş,21191,0,Satış
2024-06-22,Geçici vergi,0,19845,Vergi
2024-06-23,Kendi site ödemeleri,23752,0,Satış
2024-06-24,Trendyol satış geliri,24468,0,Satış
2024-06-24,Hepsiburada sipariş,18601,0,Satış
2024-06-24,Hepsiburada sipariş,19582,0,Satış
2024-06-24,Müşteri hizmetleri maaşı,0,24726,Maaş
2024-06-25,WhatsApp sipariş tahsilat,23128,0,Satış
2024-06-25,Paketleme malzemeleri,0,9256,Lojistik
2024-06-25,SEO ajans hizmet bedeli,0,13507,Pazarlama
2024-06-26,MNG kargo ödemesi,0,8231,Lojistik
2024-06-27,Pazaryeri iade düzeltmesi,22252,0,Diğer Gelir
2024-06-28,Kendi site ödemeleri,20403,0,Satış
2024-06-28,Hepsiburada sipariş,19910,0,Satış
2024-06-28,Yerli üretici sipariş,0,31389,Tedarik
2024-07-01,Instagram shopping satış,18198,0,Satış
2024-07-01,Kendi site ödemeleri,22674,0,Satış
2024-07-01,Depo lojistik ücreti,0,14425,Lojistik
2024-07-03,Pazaryeri iade düzeltmesi,10248,0,Diğer Gelir
2024-07-07,Kendi site ödemeleri,20418,0,Satış
2024-07-07,Amazon satış,22919,0,Satış
2024-07-08,Pazaryeri iade düzeltmesi,10016,0,Diğer Gelir
2024-07-09,SEO ajans hizmet bedeli,0,13942,Pazarlama
2024-07-12,WhatsApp sipariş tahsilat,18034,0,Satış
2024-07-12,İthalat sipariş ödemesi,0,23073,Tedarik
2024-07-13,Trendyol satış geliri,17632,0,Satış
2024-07-14,Black Friday satış patlaması,18382,0,Satış
2024-07-14,Black Friday satış patlaması,16236,0,Satış
2024-07-14,AWS bulut faturası,0,11445,Teknoloji
2024-07-14,Depo kira ödemesi,0,16956,Kira
2024-07-15,Amazon satış,22141,0,Satış
2024-07-16,Black Friday satış patlaması,20276,0,Satış
2024-07-17,Meta reklam harcaması,0,12633,Pazarlama
2024-07-18,Trendyol satış geliri,16158,0,Satış
2024-07-19,Instagram shopping satış,17382,0,Satış
2024-07-19,Trendyol satış geliri,20549,0,Satış
2024-07-19,Black Friday satış patlaması,18393,0,Satış
2024-07-20,MNG kargo ödemesi,0,17653,Lojistik
2024-07-20,TikTok ads ödeme,0,11001,Pazarlama
2024-07-21,WhatsApp sipariş tahsilat,21634,0,Satış
2024-07-21,Stok alımı toptancı,0,24161,Tedarik
2024-07-21,Stok alımı toptancı,0,24603,Tedarik
2024-07-22,Amazon satış,19528,0,Satış
2024-07-23,Tedarikçi avans ödemesi,0,21254,Tedarik
2024-07-23,İthalat sipariş ödemesi,0,21528,Tedarik
2024-07-24,WhatsApp sipariş tahsilat,19254,0,Satış
2024-07-24,Depo personeli maaşları,0,48002,Maaş
2024-07-25,Black Friday satış patlaması,21988,0,Satış
2024-07-27,Amazon satış,15987,0,Satış
2024-07-27,Amazon satış,18732,0,Satış
2024-07-27,Yılbaşı kampanya satışı,20724,0,Satış
2024-07-27,Kendi site ödemeleri,16950,0,Satış
2024-07-27,Google Ads kampanyası,0,13711,Pazarlama
2024-07-27,ERP yazılım ücreti,0,13228,Teknoloji
2024-07-27,Geçici vergi,0,17316,Vergi
2024-07-28,Tedarikçi avans ödemesi,0,23264,Tedarik
2024-07-29,Hepsiburada sipariş,17096,0,Satış
2024-07-29,Tedarikçi avans ödemesi,0,19376,Tedarik
2024-07-29,MNG kargo ödemesi,0,14335,Lojistik
2024-07-31,Yerli üretici sipariş,0,19940,Tedarik
2024-08-01,Kendi site ödemeleri,17705,0,Satış
2024-08-02,WhatsApp sipariş tahsilat,15827,0,Satış
2024-08-02,Kargo ödeme Aras,0,11438,Lojistik
2024-08-04,TikTok ads ödeme,0,9613,Pazarlama
2024-08-05,Instagram shopping satış,20062,0,Satış
2024-08-05,Amazon satış,22301,0,Satış
2024-08-05,Yerli üretici sipariş,0,28038,Tedarik
2024-08-06,Trendyol satış geliri,17568,0,Satış
2024-08-06,WhatsApp sipariş tahsilat,16264,0,Satış
2024-08-06,MNG kargo ödemesi,0,12368,Lojistik
2024-08-06,Depo kira ödemesi,0,23180,Kira
2024-08-07,SEO ajans hizmet bedeli,0,9970,Pazarlama
2024-08-09,Stok alımı toptancı,0,23296,Tedarik
2024-08-09,Influencer iş birliği,0,10237,Pazarlama
2024-08-10,Kendi site ödemeleri,21053,0,Satış
2024-08-10,Kendi site ödemeleri,17844,0,Satış
2024-08-11,Tedarikçi avans ödemesi,0,29832,Tedarik
2024-08-12,Amazon satış,20634,0,Satış
2024-08-12,Hepsiburada sipariş,19832,0,Satış
2024-08-12,Paketleme malzemeleri,0,12531,Lojistik
2024-08-14,Hepsiburada sipariş,19026,0,Satış
2024-08-14,Amazon satış,21580,0,Satış
2024-08-14,Affiliate komisyon geliri,9418,0,Diğer Gelir
2024-08-14,Paketleme malzemeleri,0,10666,Lojistik
2024-08-14,E-fatura entegrasyon ücreti,0,7241,Teknoloji
2024-08-15,İthalat sipariş ödemesi,0,25019,Tedarik
2024-08-16,ERP yazılım ücreti,0,9068,Teknoloji
2024-08-17,Amazon satış,19148,0,Satış
2024-08-17,Yılbaşı kampanya satışı,18480,0,Satış
2024-08-17,Yılbaşı kampanya satışı,15252,0,Satış
2024-08-18,Instagram shopping satış,17275,0,Satış
2024-08-18,İthalat sipariş ödemesi,0,30329,Tedarik
2024-08-18,Google Ads kampanyası,0,8897,Pazarlama
2024-08-19,Yılbaşı kampanya satışı,16131,0,Satış
2024-08-20,WhatsApp sipariş tahsilat,22340,0,Satış
2024-08-21,Amazon satış,15499,0,Satış
2024-08-21,Hepsiburada sipariş,20159,0,Satış
2024-08-23,Amazon satış,17991,0,Satış
2024-08-23,Affiliate komisyon geliri,11123,0,Diğer Gelir
2024-08-24,Amazon satış,20697,0,Satış
2024-08-26,Yılbaşı kampanya satışı,18765,0,Satış
2024-08-26,Tedarikçi avans ödemesi,0,23689,Tedarik
2024-08-26,Google Ads kampanyası,0,9720,Pazarlama
2024-08-27,Stopaj vergisi,0,21589,Vergi
2024-08-28,Amazon satış,18886,0,Satış
2024-08-28,Yerli üretici sipariş,0,23803,Tedarik
2024-08-28,Pazarlama uzmanı maaşı,0,59310,Maaş
2024-08-28,AWS bulut faturası,0,8573,Teknoloji
2024-08-29,Kendi site ödemeleri,20197,0,Satış
2024-08-30,Trendyol satış geliri,21410,0,Satış
2024-08-30,Google Ads kampanyası,0,9844,Pazarlama
2024-08-31,Yurtiçi kargo faturası,0,12310,Lojistik
2024-09-02,Kendi site ödemeleri,17803,0,Satış
2024-09-02,Affiliate komisyon geliri,12665,0,Diğer Gelir
2024-09-02,SEO ajans hizmet bedeli,0,16913,Pazarlama
2024-09-03,Black Friday satış patlaması,16816,0,Satış
2024-09-03,Müşteri hizmetleri maaşı,0,28718,Maaş
2024-09-04,Pazaryeri iade düzeltmesi,13681,0,Diğer Gelir
2024-09-04,Kargo ödeme Aras,0,11637,Lojistik
2024-09-04,Influencer iş birliği,0,16111,Pazarlama
2024-09-05,Paketleme malzemeleri,0,11329,Lojistik
2024-09-06,WhatsApp sipariş tahsilat,22417,0,Satış
2024-09-06,WhatsApp sipariş tahsilat,17457,0,Satış
2024-09-06,Shopify abonelik,0,29142,Teknoloji
2024-09-07,Instagram shopping satış,17311,0,Satış
2024-09-08,İthalat sipariş ödemesi,0,49673,Tedarik
2024-09-09,Kendi site ödemeleri,22633,0,Satış
2024-09-09,Yılbaşı kampanya satışı,16583,0,Satış
2024-09-09,TikTok ads ödeme,0,15116,Pazarlama
2024-09-10,Instagram shopping satış,17893,0,Satış
2024-09-13,Black Friday satış patlaması,16275,0,Satış
2024-09-13,WhatsApp sipariş tahsilat,18742,0,Satış
2024-09-13,Yılbaşı kampanya satışı,22229,0,Satış
2024-09-13,Stok alımı toptancı,0,47896,Tedarik
2024-09-14,Amazon satış,17227,0,Satış
2024-09-14,Hepsiburada sipariş,20225,0,Satış
2024-09-14,Tedarikçi avans ödemesi,0,49028,Tedarik
2024-09-14,Depo lojistik ücreti,0,9069,Lojistik
2024-09-15,Amazon satış,22671,0,Satış
2024-09-15,Black Friday satış patlaması,17362,0,Satış
2024-09-16,Amazon satış,21887,0,Satış
2024-09-16,Instagram shopping satış,19547,0,Satış
2024-09-16,Stok alımı toptancı,0,46196,Tedarik
2024-09-16,Kargo ödeme Aras,0,11142,Lojistik
2024-09-16,Pazarlama uzmanı maaşı,0,35570,Maaş
2024-09-18,Instagram shopping satış,17183,0,Satış
2024-09-18,Black Friday satış patlaması,22317,0,Satış
2024-09-19,Depo kira ödemesi,0,22516,Kira
2024-09-21,Hepsiburada sipariş,19065,0,Satış
2024-09-22,Kendi site ödemeleri,17363,0,Satış
2024-09-23,Yılbaşı kampanya satışı,17667,0,Satış
2024-09-23,Trendyol satış geliri,18385,0,Satış
2024-09-24,Geçici vergi,0,25734,Vergi
2024-09-25,Yurtiçi kargo faturası,0,11196,Lojistik
2024-09-26,WhatsApp sipariş tahsilat,16490,0,Satış
2024-09-26,Kendi site ödemeleri,17550,0,Satış
2024-09-26,İthalat sipariş ödemesi,0,45607,Tedarik
2024-09-26,Depo lojistik ücreti,0,10597,Lojistik
2024-09-26,SEO ajans hizmet bedeli,0,14200,Pazarlama
2024-09-27,Kendi site ödemeleri,21402,0,Satış
2024-09-28,WhatsApp sipariş tahsilat,21031,0,Satış
2024-09-29,WhatsApp sipariş tahsilat,20136,0,Satış
2024-10-01,Black Friday satış patlaması,29748,0,Satış
2024-10-01,Black Friday satış patlaması,22928,0,Satış
2024-10-02,Influencer iş birliği,0,13341,Pazarlama
2024-10-03,WhatsApp sipariş tahsilat,30811,0,Satış
2024-10-03,Yılbaşı kampanya satışı,30769,0,Satış
2024-10-05,Black Friday satış patlaması,26338,0,Satış
2024-10-08,Black Friday satış patlaması,22647,0,Satış
2024-10-08,İthalat sipariş ödemesi,0,30924,Tedarik
2024-10-08,Kargo ödeme Aras,0,17909,Lojistik
2024-10-09,Amazon satış,30838,0,Satış
2024-10-09,WhatsApp sipariş tahsilat,27293,0,Satış
2024-10-09,Amazon satış,27884,0,Satış
2024-10-09,Affiliate komisyon geliri,11924,0,Diğer Gelir
2024-10-10,Amazon satış,26662,0,Satış
2024-10-10,Amazon satış,28269,0,Satış
2024-10-10,Depo lojistik ücreti,0,20347,Lojistik
2024-10-11,Amazon satış,26050,0,Satış
2024-10-11,Stopaj vergisi,0,26403,Vergi
2024-10-12,Amazon satış,25803,0,Satış
2024-10-12,Stok alımı toptancı,0,30070,Tedarik
2024-10-12,Shopify abonelik,0,18016,Teknoloji
2024-10-13,Stok alımı toptancı,0,27065,Tedarik
2024-10-14,Instagram shopping satış,26052,0,Satış
2024-10-14,Tedarikçi avans ödemesi,0,26186,Tedarik
2024-10-14,Google Ads kampanyası,0,11648,Pazarlama
2024-10-14,SEO ajans hizmet bedeli,0,12453,Pazarlama
2024-10-15,Tedarikçi avans ödemesi,0,27384,Tedarik
2024-10-15,Paketleme malzemeleri,0,19874,Lojistik
2024-10-17,Trendyol satış geliri,28407,0,Satış
2024-10-17,Depo kira ödemesi,0,25901,Kira
2024-10-19,TikTok ads ödeme,0,10298,Pazarlama
2024-10-19,Müşteri hizmetleri maaşı,0,70608,Maaş
2024-10-20,Instagram shopping satış,27332,0,Satış
2024-10-21,Trendyol satış geliri,31496,0,Satış
2024-10-21,SEO ajans hizmet bedeli,0,11463,Pazarlama
2024-10-23,Yılbaşı kampanya satışı,27795,0,Satış
2024-10-23,Paketleme malzemeleri,0,18488,Lojistik
2024-10-23,Shopify abonelik,0,15521,Teknoloji
2024-10-24,Black Friday satış patlaması,29950,0,Satış
2024-10-26,WhatsApp sipariş tahsilat,26881,0,Satış
2024-10-27,Yılbaşı kampanya satışı,22884,0,Satış
2024-10-28,WhatsApp sipariş tahsilat,22486,0,Satış
2024-10-28,Pazaryeri iade düzeltmesi,13725,0,Diğer Gelir
2024-10-28,Yerli üretici sipariş,0,31707,Tedarik
2024-10-29,Yılbaşı kampanya satışı,30280,0,Satış
2024-10-29,İthalat sipariş ödemesi,0,32321,Tedarik
2024-10-29,Google Ads kampanyası,0,12073,Pazarlama
2024-10-30,Black Friday satış patlaması,27203,0,Satış
2024-10-30,Tedarikçi avans ödemesi,0,32029,Tedarik
2024-11-01,Amazon satış,43210,0,Satış
2024-11-01,İthalat sipariş ödemesi,0,69443,Tedarik
2024-11-01,Influencer iş birliği,0,33174,Pazarlama
2024-11-02,Instagram shopping satış,37722,0,Satış
2024-11-03,Trendyol satış geliri,31042,0,Satış
2024-11-03,Influencer iş birliği,0,27786,Pazarlama
2024-11-03,Ofis kirası,0,50434,Kira
2024-11-04,Amazon satış,34432,0,Satış
2024-11-05,Trendyol satış geliri,40386,0,Satış
2024-11-05,Instagram shopping satış,34636,0,Satış
2024-11-06,Amazon satış,44797,0,Satış
2024-11-06,Trendyol satış geliri,41685,0,Satış
2024-11-07,Amazon satış,38507,0,Satış
2024-11-07,Black Friday satış patlaması,42982,0,Satış
