tarih,aciklama,gelir,gider,kategori
2024-07-09,Şehirler arası nakliye ücreti,136817,0,Satış
2024-07-09,Yedek parça stok,0,59054,Tedarik
2024-07-09,Akaryakıt ve mazot alımı,0,58273,Tedarik
2024-07-09,İnternet,0,58686,Fatura
2024-07-13,Yağ değişimi,0,94307,Üretim
2024-07-14,E-ticaret kargo geliri,143827,0,Satış
2024-07-14,Yedek parça stok,0,55207,Tedarik
2024-07-16,Aylık taşıma sözleşmesi,149939,0,Satış
2024-07-17,Kasko sigortası,0,53492,Sigorta
2024-07-18,Depolama hizmet geliri,122298,0,Satış
2024-07-19,Spot konteyner tahsilatı,126014,0,Satış
2024-07-23,Soğuk zincir taşıma,135471,0,Satış
2024-07-25,Aylık taşıma sözleşmesi,137630,0,Satış
2024-07-26,Soğuk zincir taşıma,153202,0,Satış
2024-07-27,Akaryakıt ve mazot alımı,0,47404,Tedarik
2024-07-29,Yedek parça stok,0,46886,Tedarik
2024-07-29,Depo personeli maaşı,0,390957,Maaş
2024-07-30,Şehirler arası nakliye ücreti,146081,0,Satış
2024-07-31,Yedek parça stok,0,52455,Tedarik
2024-07-31,Yağ değişimi,0,88407,Üretim
2024-07-31,TMS yazılım abonelik,0,44903,Teknoloji
2024-08-01,Aylık taşıma sözleşmesi,134552,0,Satış
2024-08-01,KDV,0,45262,Vergi
2024-08-02,Depo personeli maaşı,0,224275,Maaş
2024-08-04,Hurda araç satış,72593,0,Diğer Gelir
2024-08-04,Akaryakıt ve mazot alımı,0,32295,Tedarik
2024-08-04,Araç bakım ve onarım,0,36600,Üretim
2024-08-05,Şehirler arası nakliye ücreti,102646,0,Satış
2024-08-06,Spot konteyner tahsilatı,114637,0,Satış
2024-08-06,Aylık taşıma sözleşmesi,98723,0,Satış
2024-08-06,Adblue tedarik,0,34672,Tedarik
2024-08-06,Yedek parça stok,0,34338,Tedarik
2024-08-07,Yedek parça stok,0,35157,Tedarik
2024-08-10,Aylık taşıma sözleşmesi,112241,0,Satış
2024-08-12,Şehirler arası nakliye ücreti,114714,0,Satış
2024-08-12,Soğuk zincir taşıma,143279,0,Satış
2024-08-13,Şehirler arası nakliye ücreti,138931,0,Satış
2024-08-13,Şehirler arası nakliye ücreti,109534,0,Satış
2024-08-14,Şehirler arası nakliye ücreti,119846,0,Satış
2024-08-15,Trafik sigortası,0,56752,Sigorta
2024-08-16,Periyodik bakım,0,35699,Üretim
2024-08-16,Elektrik,0,34883,Fatura
2024-08-17,Dispatcher maaşı,0,214078,Maaş
2024-08-17,Yük sigortası,0,63228,Sigorta
2024-08-17,Elektrik,0,34107,Fatura
2024-08-18,Periyodik bakım,0,33999,Üretim
2024-08-19,Yedek parça stok,0,36993,Tedarik
2024-08-19,Filo takip sistemi,0,17939,Teknoloji
2024-08-20,MTV ödemesi,0,43375,Vergi
2024-08-20,Depo kira,0,76239,Kira
2024-08-21,Akaryakıt ve mazot alımı,0,34784,Tedarik
2024-08-22,Yağ değişimi,0,31846,Üretim
2024-08-24,Akaryakıt ve mazot alımı,0,27965,Tedarik
2024-08-25,E-ticaret kargo geliri,111855,0,Satış
2024-08-25,Yedek parça stok,0,34595,Tedarik
2024-08-25,Yedek parça stok,0,32102,Tedarik
2024-08-25,Periyodik bakım,0,36682,Üretim
2024-08-25,TMS yazılım abonelik,0,23853,Teknoloji
2024-08-26,Şehirler arası nakliye ücreti,126519,0,Satış
2024-08-29,Lastik alımı,0,28376,Tedarik
2024-08-30,Akaryakıt ve mazot alımı,0,28859,Tedarik
2024-08-30,Lastik alımı,0,37105,Tedarik
2024-08-31,Soğuk zincir taşıma,102772,0,Satış
2024-09-01,Depolama hizmet geliri,131624,0,Satış
2024-09-02,Şoför maaşları (15 kişi),0,403124,Maaş
2024-09-03,Hurda araç satış,31655,0,Diğer Gelir
2024-09-03,Yağ değişimi,0,35082,Üretim
2024-09-04,TMS yazılım abonelik,0,19016,Teknoloji
2024-09-05,KDV,0,82164,Vergi
2024-09-06,Yedek parça stok,0,90074,Tedarik
2024-09-07,Elektrik,0,35412,Fatura
2024-09-08,Depolama hizmet geliri,127319,0,Satış
2024-09-09,Periyodik bakım,0,36586,Üretim
2024-09-09,Depo kira,0,65451,Kira
2024-09-10,E-ticaret kargo geliri,134518,0,Satış
2024-09-10,Spot konteyner tahsilatı,116855,0,Satış
2024-09-10,Soğuk zincir taşıma,115250,0,Satış
2024-09-11,Yük sigortası,0,53312,Sigorta
2024-09-11,Yük sigortası,0,51067,Sigorta
2024-09-12,Akaryakıt ve mazot alımı,0,82772,Tedarik
2024-09-12,Akaryakıt ve mazot alımı,0,75729,Tedarik
2024-09-17,Depolama hizmet geliri,128888,0,Satış
2024-09-18,Şehirler arası nakliye ücreti,137454,0,Satış
2024-09-18,Depolama hizmet geliri,101603,0,Satış
2024-09-19,Spot konteyner tahsilatı,110894,0,Satış
2024-09-19,Araç bakım ve onarım,0,34121,Üretim
2024-09-20,Akaryakıt ve mazot alımı,0,80255,Tedarik
2024-09-20,İnternet,0,41262,Fatura
2024-09-20,TMS yazılım abonelik,0,19213,Teknoloji
2024-09-21,Akaryakıt ve mazot alımı,0,78136,Tedarik
2024-09-24,Aylık taşıma sözleşmesi,131748,0,Satış
2024-09-24,E-ticaret kargo geliri,108739,0,Satış
2024-09-26,Hurda araç satış,33596,0,Diğer Gelir
2024-09-28,Soğuk zincir taşıma,142847,0,Satış
2024-09-28,Araç bakım ve onarım,0,35100,Üretim
2024-09-29,Spot konteyner tahsilatı,143466,0,Satış
2024-09-30,Periyodik bakım,0,42289,Üretim
2024-10-01,Aylık taşıma sözleşmesi,97727,0,Satış
2024-10-01,Akaryakıt ve mazot alımı,0,71907,Tedarik
2024-10-03,E-ticaret kargo geliri,126376,0,Satış
2024-10-04,Trafik sigortası,0,60650,Sigorta
2024-10-06,Spot konteyner tahsilatı,98798,0,Satış
2024-10-06,Aylık taşıma sözleşmesi,129753,0,Satış
2024-10-06,Lastik alımı,0,78489,Tedarik
2024-10-06,Kasko sigortası,0,57520,Sigorta
2024-10-07,Spot konteyner tahsilatı,133617,0,Satış
2024-10-09,ÖTV,0,44047,Vergi
2024-10-09,Filo park kirası,0,81114,Kira
2024-10-10,Spot konteyner tahsilatı,97108,0,Satış
2024-10-10,E-ticaret kargo geliri,97905,0,Satış
2024-10-10,Adblue tedarik,0,76763,Tedarik
2024-10-11,Yağ değişimi,0,76810,Üretim
2024-10-12,Yedek parça stok,0,65667,Tedarik
2024-10-12,İnternet,0,26338,Fatura
2024-10-13,Şoför maaşları (15 kişi),0,573790,Maaş
2024-10-15,Aylık taşıma sözleşmesi,100888,0,Satış
2024-10-15,Lastik alımı,0,75012,Tedarik
2024-10-15,MTV ödemesi,0,52708,Vergi
2024-10-17,Lastik alımı,0,70447,Tedarik
2024-10-17,Periyodik bakım,0,63830,Üretim
2024-10-18,Spot konteyner tahsilatı,130101,0,Satış
2024-10-18,Elektrik,0,28942,Fatura
2024-10-21,Aylık taşıma sözleşmesi,126930,0,Satış
2024-10-24,Depolama hizmet geliri,119562,0,Satış
2024-10-26,E-ticaret kargo geliri,136529,0,Satış
2024-10-28,Depolama hizmet geliri,132268,0,Satış
2024-10-28,İnternet,0,25980,Fatura
2024-10-29,Soğuk zincir taşıma,113329,0,Satış
2024-10-30,Periyodik bakım,0,63707,Üretim
2024-10-30,TMS yazılım abonelik,0,45275,Teknoloji
2024-10-31,Spot konteyner tahsilatı,106872,0,Satış
2024-11-02,Aylık taşıma sözleşmesi,166158,0,Satış
2024-11-02,Şehirler arası nakliye ücreti,167535,0,Satış
2024-11-02,Akaryakıt ve mazot alımı,0,84742,Tedarik
2024-11-02,KDV,0,58379,Vergi
2024-11-05,Filo takip sistemi,0,52073,Teknoloji
2024-11-06,MTV ödemesi,0,55381,Vergi
2024-11-07,Adblue tedarik,0,82419,Tedarik
2024-11-09,Depolama hizmet geliri,164172,0,Satış
2024-11-09,Akaryakıt ve mazot alımı,0,87469,Tedarik
2024-11-10,Soğuk zincir taşıma,147761,0,Satış
2024-11-10,Yedek parça stok,0,71325,Tedarik
2024-11-11,Depo kira,0,90086,Kira
2024-11-12,Şehirler arası nakliye ücreti,116617,0,Satış
2024-11-13,Soğuk zincir taşıma,152236,0,Satış
2024-11-15,Lastik alımı,0,76683,Tedarik
2024-11-17,Aylık taşıma sözleşmesi,142172,0,Satış
2024-11-17,Adblue tedarik,0,80642,Tedarik
2024-11-18,Aylık taşıma sözleşmesi,137938,0,Satış
2024-11-18,Spot konteyner tahsilatı,132967,0,Satış
2024-11-19,Yağ değişimi,0,92005,Üretim
2024-11-19,Trafik sigortası,0,76538,Sigorta
2024-11-20,Aylık taşıma sözleşmesi,150206,0,Satış
2024-11-20,E-ticaret kargo geliri,168475,0,Satış
2024-11-20,Trafik sigortası,0,77838,Sigorta
2024-11-23,Şehirler arası nakliye ücreti,169164,0,Satış
2024-11-23,Şoför maaşları (15 kişi),0,332206,Maaş
2024-11-24,E-ticaret kargo geliri,148801,0,Satış
2024-11-24,E-ticaret kargo geliri,136924,0,Satış
2024-11-24,Hurda araç satış,36346,0,Diğer Gelir
2024-11-25,Akaryakıt ve mazot alımı,0,69515,Tedarik
2024-11-25,Yağ değişimi,0,88022,Üretim
2024-11-27,Hurda araç satış,51344,0,Diğer Gelir
2024-11-29,Şoför maaşları (15 kişi),0,293433,Maaş
2024-11-29,Yağ değişimi,0,79705,Üretim
2024-11-29,İnternet,0,109687,Fatura
2024-11-30,E-ticaret kargo geliri,119190,0,Satış
2024-12-01,Akaryakıt ve mazot alımı,0,67349,Tedarik
2024-12-04,E-ticaret kargo geliri,151511,0,Satış
2024-12-04,Lastik alımı,0,60074,Tedarik
2024-12-05,Dispatcher maaşı,0,516616,Maaş
2024-12-05,KDV,0,49140,Vergi
2024-12-05,Depo kira,0,86833,Kira
2024-12-06,E-ticaret kargo geliri,149193,0,Satış
2024-12-07,Periyodik bakım,0,85883,Üretim
2024-12-09,Depolama hizmet geliri,148498,0,Satış
2024-12-09,E-ticaret kargo geliri,138350,0,Satış
2024-12-10,Soğuk zincir taşıma,104475,0,Satış
2024-12-10,Spot konteyner tahsilatı,109081,0,Satış
2024-12-10,Spot konteyner tahsilatı,128586,0,Satış
2024-12-12,Soğuk zincir taşıma,122639,0,Satış
2024-12-12,Aylık taşıma sözleşmesi,150120,0,Satış
2024-12-12,İnternet,0,28371,Fatura
2024-12-14,Adblue tedarik,0,72092,Tedarik
2024-12-14,ÖTV,0,53880,Vergi
2024-12-15,Yük sigortası,0,70260,Sigorta
2024-12-16,E-ticaret kargo geliri,149286,0,Satış
2024-12-16,Akaryakıt ve mazot alımı,0,71416,Tedarik
2024-12-17,Şehirler arası nakliye ücreti,104842,0,Satış
2024-12-17,Şehirler arası nakliye ücreti,154954,0,Satış
2024-12-19,Spot konteyner tahsilatı,142933,0,Satış
2024-12-20,Yağ değişimi,0,73716,Üretim
2024-12-21,Depolama hizmet geliri,148391,0,Satış
2024-12-21,Spot konteyner tahsilatı,154322,0,Satış
2024-12-23,Akaryakıt ve mazot alımı,0,65891,Tedarik
2024-12-25,Akaryakıt ve mazot alımı,0,74160,Tedarik
2024-12-26,Yük sigortası,0,76927,Sigorta
2024-12-27,İnternet,0,32335,Fatura
2024-12-28,Depolama hizmet geliri,151048,0,Satış
2024-12-28,Akaryakıt ve mazot alımı,0,66237,Tedarik
2024-12-28,İnternet,0,28470,Fatura
2024-12-29,Lastik alımı,0,62817,Tedarik
2024-12-29,Araç bakım ve onarım,0,84357,Üretim
2024-12-30,TMS yazılım abonelik,0,54144,Teknoloji
2025-01-01,Adblue tedarik,0,27270,Tedarik
2025-01-01,Yağ değişimi,0,81938,Üretim
2025-01-02,Yedek parça stok,0,31675,Tedarik
2025-01-03,Şehirler arası nakliye ücreti,97729,0,Satış
2025-01-03,Spot konteyner tahsilatı,108348,0,Satış
2025-01-03,Şoför maaşları (15 kişi),0,336818,Maaş
2025-01-03,MTV ödemesi,0,39401,Vergi
2025-01-04,Aylık taşıma sözleşmesi,95662,0,Satış
2025-01-04,Şehirler arası nakliye ücreti,110828,0,Satış
2025-01-04,Adblue tedarik,0,31305,Tedarik
2025-01-05,Adblue tedarik,0,30538,Tedarik
2025-01-05,Yedek parça stok,0,25288,Tedarik
2025-01-06,Depolama hizmet geliri,84208,0,Satış
2025-01-07,ÖTV,0,32001,Vergi
2025-01-07,Filo takip sistemi,0,19724,Teknoloji
2025-01-08,Aylık taşıma sözleşmesi,115228,0,Satış
2025-01-08,E-ticaret kargo geliri,101003,0,Satış
2025-01-08,Lastik alımı,0,31087,Tedarik
2025-01-13,Adblue tedarik,0,27486,Tedarik
2025-01-14,Yük sigortası,0,93085,Sigorta
2025-01-16,Spot konteyner tahsilatı,118809,0,Satış
2025-01-17,Periyodik bakım,0,75643,Üretim
2025-01-17,TMS yazılım abonelik,0,17746,Teknoloji
2025-01-18,Lastik alımı,0,28271,Tedarik
2025-01-18,İnternet,0,62035,Fatura
2025-01-19,Depolama hizmet geliri,85745,0,Satış
2025-01-24,Yedek parça stok,0,28218,Tedarik
2025-01-25,Depolama hizmet geliri,120948,0,Satış
2025-01-26,Soğuk zincir taşıma,120871,0,Satış
2025-01-26,Adblue tedarik,0,24412,Tedarik
2025-01-26,Akaryakıt ve mazot alımı,0,31665,Tedarik
2025-01-27,Sigorta tazminat,32735,0,Diğer Gelir
2025-01-27,Filo park kirası,0,60584,Kira
2025-01-29,E-ticaret kargo geliri,91052,0,Satış
2025-01-30,Spot konteyner tahsilatı,84454,0,Satış
2025-01-30,Hurda araç satış,22891,0,Diğer Gelir
2025-01-31,Adblue tedarik,0,25964,Tedarik
2025-02-01,E-ticaret kargo geliri,98227,0,Satış
2025-02-01,E-ticaret kargo geliri,103394,0,Satış
2025-02-08,Soğuk zincir taşıma,109454,0,Satış
2025-02-09,Dispatcher maaşı,0,202629,Maaş
2025-02-10,Spot konteyner tahsilatı,101723,0,Satış
2025-02-10,Akaryakıt ve mazot alımı,0,56172,Tedarik
2025-02-10,Depo kira,0,53210,Kira
2025-02-11,Yük sigortası,0,83076,Sigorta
2025-02-13,Spot konteyner tahsilatı,100878,0,Satış
2025-02-13,Lastik alımı,0,49179,Tedarik
2025-02-13,Periyodik bakım,0,49468,Üretim
2025-02-13,TMS yazılım abonelik,0,15316,Teknoloji
2025-02-15,Yedek parça stok,0,60304,Tedarik
2025-02-16,Spot konteyner tahsilatı,92534,0,Satış
2025-02-16,Lastik alımı,0,47171,Tedarik
2025-02-17,ÖTV,0,66574,Vergi
2025-02-20,Periyodik bakım,0,58793,Üretim
2025-02-21,Depolama hizmet geliri,103779,0,Satış
2025-02-21,Yedek parça stok,0,58609,Tedarik
2025-02-22,Spot konteyner tahsilatı,95872,0,Satış
2025-02-22,Depo personeli maaşı,0,183019,Maaş
2025-02-23,Spot konteyner tahsilatı,110320,0,Satış
2025-02-25,Spot konteyner tahsilatı,95319,0,Satış
2025-02-25,Aylık taşıma sözleşmesi,98498,0,Satış
2025-02-26,Şehirler arası nakliye ücreti,86924,0,Satış
2025-02-26,Periyodik bakım,0,50027,Üretim
2025-02-26,Elektrik,0,65443,Fatura
2025-02-27,Lastik alımı,0,60715,Tedarik
2025-02-28,E-ticaret kargo geliri,112189,0,Satış
2025-02-28,TMS yazılım abonelik,0,16813,Teknoloji
