tarih,aciklama,gelir,gider,kategori
2024-06-24,Stopaj,0,2357,Vergi
2024-06-26,LGS deneme sınavı geliri,7330,0,Satış
2024-06-26,MEB protokol ödemesi,3209,0,Devlet Desteği
2024-06-27,Yaz okulu kaydı (düşük dönem),7145,0,Satış
2024-06-28,Aylık kurs ücreti tahsilatı,6850,0,Satış
2024-06-28,Aylık kurs ücreti tahsilatı,10006,0,Satış
2024-06-30,Kırtasiye toptan,0,1682,Tedarik
2024-07-01,Kurs binası kirası,0,8508,Kira
2024-07-01,Veli toplantı organizasyonu,0,1200,Pazarlama
2024-07-08,Hızlı okuma eğitimi geliri,7080,0,Satış
2024-07-10,Öğretmen maaşları,0,12646,Maaş
2024-07-11,LGS deneme sınavı geliri,6593,0,Satış
2024-07-11,Elektrik,0,672,Fatura
2024-07-11,Elektrik,0,827,Fatura
2024-07-12,Yaz okulu kaydı (düşük dönem),6314,0,Satış
2024-07-12,Veli toplantı organizasyonu,0,1169,Pazarlama
2024-07-13,LGS deneme sınavı geliri,5657,0,Satış
2024-07-15,Hızlı okuma eğitimi geliri,7241,0,Satış
2024-07-16,Kitap ve yayın alımı,0,1264,Tedarik
2024-07-20,LGS deneme sınavı geliri,5798,0,Satış
2024-07-20,Instagram reklam,0,1083,Pazarlama
2024-07-23,Hızlı okuma eğitimi geliri,5356,0,Satış
2024-07-23,İnternet,0,753,Fatura
2024-07-23,KDV,0,1799,Vergi
2024-07-24,LGS deneme sınavı geliri,6616,0,Satış
2024-07-24,Öğretmen maaşları,0,11057,Maaş
2024-07-28,Zoom kurumsal lisans,0,951,Teknoloji
2024-07-31,Instagram reklam,0,956,Pazarlama
2024-07-31,Kırtasiye toptan,0,1199,Tedarik
2024-08-03,Google Ads,0,1147,Pazarlama
2024-08-04,Tabela ve broşür,0,1159,Pazarlama
2024-08-04,Stopaj,0,1868,Vergi
2024-08-05,Kurs binası kirası,0,8125,Kira
2024-08-06,Elektrik,0,636,Fatura
2024-08-08,Kırtasiye toptan,0,757,Tedarik
2024-08-10,İnternet,0,708,Fatura
2024-08-12,Hızlı okuma eğitimi geliri,7777,0,Satış
2024-08-12,YKS hazırlık paketi,6429,0,Satış
2024-08-12,Kitap ve yayın alımı,0,789,Tedarik
2024-08-13,YKS hazırlık paketi,7256,0,Satış
2024-08-16,Öğretmen maaşları,0,13419,Maaş
2024-08-17,Elektrik,0,658,Fatura
2024-08-18,Online kurs satışı,5495,0,Satış
2024-08-18,Tabela ve broşür,0,944,Pazarlama
2024-08-22,Yaz okulu kaydı (düşük dönem),7165,0,Satış
2024-08-23,Kırtasiye toptan,0,906,Tedarik
2024-08-25,LGS deneme sınavı geliri,5701,0,Satış
2024-08-26,İdari personel maaşı,0,12283,Maaş
2024-08-29,Yıllık kayıt ücreti,5661,0,Satış
2024-08-30,Google Ads,0,1101,Pazarlama
2024-08-31,Aylık kurs ücreti tahsilatı,6227,0,Satış
2024-09-01,Veli toplantı organizasyonu,0,38417,Pazarlama
2024-09-03,Aylık kurs ücreti tahsilatı,47667,0,Satış
2024-09-03,Hızlı okuma eğitimi geliri,54009,0,Satış
2024-09-03,İnternet,0,11608,Fatura
2024-09-04,Aylık kurs ücreti tahsilatı,53830,0,Satış
2024-09-04,MEB protokol ödemesi,21506,0,Devlet Desteği
2024-09-06,İnternet,0,10474,Fatura
2024-09-09,YKS hazırlık paketi,52009,0,Satış
2024-09-11,Hızlı okuma eğitimi geliri,58707,0,Satış
2024-09-13,Yıllık kayıt ücreti,53236,0,Satış
2024-09-14,İdari personel maaşı,0,123294,Maaş
2024-09-20,Yaz okulu kaydı (düşük dönem),59961,0,Satış
2024-09-20,Stopaj,0,15291,Vergi
2024-09-24,Öğretmen maaşları,0,125335,Maaş
2024-09-25,Zoom kurumsal lisans,0,9494,Teknoloji
2024-09-26,Hızlı okuma eğitimi geliri,59740,0,Satış
2024-09-26,Kurs binası kirası,0,73082,Kira
2024-09-27,LGS deneme sınavı geliri,53916,0,Satış
2024-09-29,Hızlı okuma eğitimi geliri,58447,0,Satış
2024-09-30,Kitap ve yayın alımı,0,29227,Tedarik
2024-10-02,İdari personel maaşı,0,96638,Maaş
2024-10-02,Kurs binası kirası,0,70687,Kira
2024-10-03,LGS deneme sınavı geliri,48637,0,Satış
2024-10-05,YKS hazırlık paketi,49016,0,Satış
2024-10-07,YKS hazırlık paketi,49208,0,Satış
2024-10-07,Aylık kurs ücreti tahsilatı,47731,0,Satış
2024-10-08,YKS hazırlık paketi,55399,0,Satış
2024-10-08,Kitap ve yayın alımı,0,6224,Tedarik
2024-10-12,Hızlı okuma eğitimi geliri,53094,0,Satış
2024-10-15,Google Ads,0,16123,Pazarlama
2024-10-20,Yıllık kayıt ücreti,50101,0,Satış
2024-10-21,Aylık kurs ücreti tahsilatı,54995,0,Satış
2024-10-21,Kitap ve yayın alımı,0,7117,Tedarik
2024-10-22,Aylık kurs ücreti tahsilatı,41371,0,Satış
2024-10-22,Stopaj,0,15928,Vergi
2024-10-27,Öğretmen maaşları,0,99546,Maaş
2024-10-27,Elektrik,0,9279,Fatura
2024-10-27,Elektrik,0,8270,Fatura
2024-10-28,Instagram reklam,0,19337,Pazarlama
2024-10-30,Kitap ve yayın alımı,0,6611,Tedarik
2024-11-01,LGS deneme sınavı geliri,39189,0,Satış
2024-11-01,Eğitim koordinatörü maaşı,0,61064,Maaş
2024-11-04,LGS deneme sınavı geliri,47804,0,Satış
2024-11-09,Tabela ve broşür,0,9903,Pazarlama
2024-11-10,Zoom kurumsal lisans,0,3957,Teknoloji
2024-11-13,Yaz okulu kaydı (düşük dönem),53692,0,Satış
2024-11-13,İdari personel maaşı,0,54408,Maaş
2024-11-15,Yıllık kayıt ücreti,48420,0,Satış
2024-11-19,Hızlı okuma eğitimi geliri,40332,0,Satış
2024-11-20,İnternet,0,6037,Fatura
2024-11-22,Stopaj,0,8833,Vergi
2024-11-23,Kurs binası kirası,0,46370,Kira
2024-11-24,İnternet,0,5013,Fatura
2024-11-25,Kitap ve yayın alımı,0,13494,Tedarik
2024-11-27,Veli toplantı organizasyonu,0,12877,Pazarlama
2024-11-30,LGS deneme sınavı geliri,48184,0,Satış
2024-11-30,MEB protokol ödemesi,12697,0,Devlet Desteği
2024-12-01,Yıllık kayıt ücreti,18954,0,Satış
2024-12-02,LGS deneme sınavı geliri,15764,0,Satış
2024-12-04,Eğitim yazılımı abonelik,0,2148,Teknoloji
2024-12-06,Yıllık kayıt ücreti,17971,0,Satış
2024-12-10,Yaz okulu kaydı (düşük dönem),20120,0,Satış
2024-12-10,Stopaj,0,7062,Vergi
2024-12-11,Telefon,0,3025,Fatura
2024-12-13,Eğitim koordinatörü maaşı,0,97200,Maaş
2024-12-14,Aylık kurs ücreti tahsilatı,15461,0,Satış
2024-12-14,Kırtasiye toptan,0,3376,Tedarik
2024-12-15,Eğitim yazılımı abonelik,0,1994,Teknoloji
2024-12-16,YKS hazırlık paketi,20948,0,Satış
2024-12-17,Kırtasiye toptan,0,3307,Tedarik
2024-12-18,Kitap ve yayın alımı,0,3939,Tedarik
2024-12-20,Online kurs satışı,15821,0,Satış
2024-12-20,Online kurs satışı,18216,0,Satış
2024-12-20,Google Ads,0,5547,Pazarlama
2024-12-23,Aylık kurs ücreti tahsilatı,17337,0,Satış
2024-12-25,Aylık kurs ücreti tahsilatı,17592,0,Satış
2024-12-27,YKS hazırlık paketi,15011,0,Satış
2024-12-29,Tabela ve broşür,0,5524,Pazarlama
2024-12-29,İnternet,0,2910,Fatura
2024-12-30,Kurs binası kirası,0,35715,Kira
2024-12-30,Google Ads,0,5625,Pazarlama
2024-12-30,Elektrik,0,2871,Fatura
2024-12-31,Aylık kurs ücreti tahsilatı,15056,0,Satış
2025-01-01,Elektrik,0,2963,Fatura
2025-01-02,Tabela ve broşür,0,5083,Pazarlama
2025-01-02,Telefon,0,3516,Fatura
2025-01-06,MEB protokol ödemesi,15154,0,Devlet Desteği
2025-01-06,Tabela ve broşür,0,4433,Pazarlama
2025-01-10,Yıllık kayıt ücreti,28151,0,Satış
2025-01-10,Kitap ve yayın alımı,0,10850,Tedarik
2025-01-11,Online kurs satışı,20841,0,Satış
2025-01-11,İdari personel maaşı,0,107828,Maaş
2025-01-12,LGS deneme sınavı geliri,27749,0,Satış
2025-01-12,Aylık kurs ücreti tahsilatı,20413,0,Satış
2025-01-12,LGS deneme sınavı geliri,24990,0,Satış
2025-01-13,YKS hazırlık paketi,23025,0,Satış
2025-01-13,Tabela ve broşür,0,4591,Pazarlama
2025-01-16,LGS deneme sınavı geliri,27732,0,Satış
2025-01-17,KDV,0,7580,Vergi
2025-01-18,Hızlı okuma eğitimi geliri,22652,0,Satış
2025-01-19,Eğitim yazılımı abonelik,0,4436,Teknoloji
2025-01-27,Tabela ve broşür,0,5738,Pazarlama
2025-01-29,Yıllık kayıt ücreti,27538,0,Satış
2025-01-30,Hızlı okuma eğitimi geliri,25983,0,Satış
2025-01-30,Kurs binası kirası,0,32853,Kira
2025-01-30,İnternet,0,3011,Fatura
2025-02-03,YKS hazırlık paketi,22806,0,Satış
2025-02-04,Kırtasiye toptan,0,12952,Tedarik
2025-02-05,Eğitim yazılımı abonelik,0,3689,Teknoloji
2025-02-07,Yaz okulu kaydı (düşük dönem),18733,0,Satış
2025-02-08,Yaz okulu kaydı (düşük dönem),21732,0,Satış
2025-02-08,İnternet,0,3060,Fatura
2025-02-10,Yıllık kayıt ücreti,20832,0,Satış
2025-02-12,Aylık kurs ücreti tahsilatı,22449,0,Satış
2025-02-15,LGS deneme sınavı geliri,17071,0,Satış
2025-02-16,Tabela ve broşür,0,6232,Pazarlama
2025-02-18,Online kurs satışı,23184,0,Satış
2025-02-19,LGS deneme sınavı geliri,24500,0,Satış
2025-02-19,Eğitim koordinatörü maaşı,0,95572,Maaş
2025-02-19,KDV,0,7305,Vergi
2025-02-21,Online kurs satışı,17766,0,Satış
2025-02-22,Kurs binası kirası,0,37660,Kira
2025-02-22,Veli toplantı organizasyonu,0,6161,Pazarlama
2025-02-22,Telefon,0,3253,Fatura
2025-02-23,Yaz okulu kaydı (düşük dönem),20717,0,Satış
2025-02-23,İnternet,0,3386,Fatura
2025-02-26,Aylık kurs ücreti tahsilatı,21268,0,Satış
2025-02-27,Google Ads,0,5737,Pazarlama
2025-03-01,Aylık kurs ücreti tahsilatı,15975,0,Satış
2025-03-02,YKS hazırlık paketi,18311,0,Satış
2025-03-03,Google Ads,0,4952,Pazarlama
2025-03-04,MEB protokol ödemesi,11006,0,Devlet Desteği
2025-03-04,Kurs binası kirası,0,32706,Kira
2025-03-05,Öğretmen maaşları,0,91796,Maaş
2025-03-06,LGS deneme sınavı geliri,14313,0,Satış
2025-03-09,KDV,0,6399,Vergi
2025-03-10,Hızlı okuma eğitimi geliri,13010,0,Satış
2025-03-10,Hızlı okuma eğitimi geliri,13726,0,Satış
2025-03-12,İnternet,0,5195,Fatura
2025-03-14,Online kurs satışı,16821,0,Satış
2025-03-15,LGS deneme sınavı geliri,17426,0,Satış
2025-03-15,Zoom kurumsal lisans,0,2085,Teknoloji
2025-03-16,LGS deneme sınavı geliri,15872,0,Satış
2025-03-16,Kırtasiye toptan,0,3232,Tedarik
2025-03-17,YKS hazırlık paketi,13957,0,Satış
2025-03-18,Online kurs satışı,18179,0,Satış
2025-03-19,Online kurs satışı,14453,0,Satış
2025-03-21,Instagram reklam,0,4264,Pazarlama
2025-03-22,Kırtasiye toptan,0,3997,Tedarik
2025-03-22,Elektrik,0,5362,Fatura
2025-03-22,Zoom kurumsal lisans,0,1647,Teknoloji
2025-03-26,Google Ads,0,4719,Pazarlama
2025-03-28,Aylık kurs ücreti tahsilatı,14421,0,Satış
2025-03-28,Online kurs satışı,14860,0,Satış
2025-03-28,Kitap ve yayın alımı,0,3559,Tedarik
2025-03-29,Veli toplantı organizasyonu,0,4679,Pazarlama
2025-03-30,Online kurs satışı,14907,0,Satış
2025-04-02,Veli toplantı organizasyonu,0,4406,Pazarlama
2025-04-02,Tabela ve broşür,0,4363,Pazarlama
2025-04-03,Kırtasiye toptan,0,5137,Tedarik
2025-04-04,Online kurs satışı,19585,0,Satış
2025-04-04,YKS hazırlık paketi,23660,0,Satış
2025-04-04,MEB protokol ödemesi,12557,0,Devlet Desteği
2025-04-04,Tabela ve broşür,0,3893,Pazarlama
2025-04-05,Kitap ve yayın alımı,0,5779,Tedarik
2025-04-07,Aylık kurs ücreti tahsilatı,24739,0,Satış
2025-04-07,Aylık kurs ücreti tahsilatı,19951,0,Satış
2025-04-07,KDV,0,6941,Vergi
2025-04-10,Hızlı okuma eğitimi geliri,21992,0,Satış
2025-04-10,Kurs binası kirası,0,33132,Kira
2025-04-12,Yaz okulu kaydı (düşük dönem),22919,0,Satış
2025-04-15,Veli toplantı organizasyonu,0,3802,Pazarlama
2025-04-17,Aylık kurs ücreti tahsilatı,20888,0,Satış
2025-04-18,Online kurs satışı,18654,0,Satış
2025-04-18,İdari personel maaşı,0,106344,Maaş
2025-04-20,Yıllık kayıt ücreti,22560,0,Satış
2025-04-21,Online kurs satışı,18004,0,Satış
2025-04-23,Zoom kurumsal lisans,0,3390,Teknoloji
2025-04-26,İnternet,0,4713,Fatura
2025-04-28,Elektrik,0,5026,Fatura
2025-05-01,İnternet,0,2257,Fatura
2025-05-01,Zoom kurumsal lisans,0,1300,Teknoloji
2025-05-02,Öğretmen maaşları,0,41577,Maaş
2025-05-03,Tabela ve broşür,0,3655,Pazarlama
2025-05-05,Kitap ve yayın alımı,0,4252,Tedarik
2025-05-10,LGS deneme sınavı geliri,16455,0,Satış
2025-05-12,Veli toplantı organizasyonu,0,3444,Pazarlama
2025-05-13,Yaz okulu kaydı (düşük dönem),16626,0,Satış
2025-05-13,Aylık kurs ücreti tahsilatı,16464,0,Satış
2025-05-13,Kitap ve yayın alımı,0,4440,Tedarik
2025-05-14,Yaz okulu kaydı (düşük dönem),17111,0,Satış
2025-05-14,Online kurs satışı,15949,0,Satış
2025-05-15,Elektrik,0,2438,Fatura
2025-05-15,KDV,0,5365,Vergi
2025-05-16,Yaz okulu kaydı (düşük dönem),19869,0,Satış
2025-05-17,Eğitim koordinatörü maaşı,0,33496,Maaş
2025-05-19,LGS deneme sınavı geliri,17181,0,Satış
2025-05-22,Online kurs satışı,19725,0,Satış
2025-05-23,Kurs binası kirası,0,21203,Kira
2025-05-27,Tabela ve broşür,0,3267,Pazarlama
2025-05-27,Telefon,0,2303,Fatura
2025-05-28,Yaz okulu kaydı (düşük dönem),18063,0,Satış
2025-05-28,Zoom kurumsal lisans,0,1229,Teknoloji
2025-05-30,Instagram reklam,0,3450,Pazarlama
2025-06-01,Hızlı okuma eğitimi geliri,6242,0,Satış
2025-06-01,Online kurs satışı,5830,0,Satış
2025-06-02,Kitap ve yayın alımı,0,1184,Tedarik
2025-06-05,Eğitim koordinatörü maaşı,0,26691,Maaş
2025-06-09,Yaz okulu kaydı (düşük dönem),5244,0,Satış
2025-06-10,Yaz okulu kaydı (düşük dönem),6422,0,Satış
2025-06-11,Aylık kurs ücreti tahsilatı,5452,0,Satış
2025-06-14,Kırtasiye toptan,0,991,Tedarik
2025-06-14,Elektrik,0,883,Fatura
2025-06-15,Online kurs satışı,4989,0,Satış
2025-06-17,İnternet,0,996,Fatura
2025-06-18,Online kurs satışı,5187,0,Satış
2025-06-18,Elektrik,0,995,Fatura
2025-06-23,Yaz okulu kaydı (düşük dönem),6599,0,Satış
2025-06-25,Kurs binası kirası,0,10350,Kira
2025-06-25,Instagram reklam,0,5116,Pazarlama
2025-06-26,Hızlı okuma eğitimi geliri,7354,0,Satış
2025-06-26,Kitap ve yayın alımı,0,1119,Tedarik
2025-06-26,Stopaj,0,2604,Vergi
2025-06-28,Yaz okulu kaydı (düşük dönem),7327,0,Satış
2025-06-28,Aylık kurs ücreti tahsilatı,6991,0,Satış
